foto 1
pin 1
X (um)	Y (um)
369.667	637.333

pin 2
X (um)	Y (um)
852.126	609.5

celulas
X (um)	Y (um)	TIPO	PB
760	119.889	5	1
808.889	163.444	5	1
786.222	173.222	5	1
725.778	192.333	5	1
754.222	172.333	5	1
691.556	159	5	1
839.111	120.556	5	1
821.333	182.889	5	1
795.111	142.444	5	1
830.222	142	5	1
816.889	146	5	1
722.667	110.889	5	1
799.111	222.333	5	1
813.333	287.667	5	1
825.778	255.667	5	1
739.556	249.444	5	1
687.111	219.222	5	1
776.889	309.444	5	1
780.444	402.667	5	1
761.333	389.778	5	1
744	395.111	5	1
790.222	536.556	5	1
801.778	560.111	5	1
848.889	388.556	5	1
833.778	369	5	1
836.444	346.778	5	1
758.222	197.889	5	1
783.111	196.111	5	1
585.333	89	5	1
644.444	472	5	1
631.111	500.889	5	1
656	534.222	5	1
680.444	563.778	5	1
814.222	522	6	1
546.667	533.111	6	1
589.778	528.667	6	1
639.556	584.667	6	1
774.222	614	6	1
500.444	498.444	6	1
584	483.778	6	1
589.333	403.667	6	1
584.889	349.778	6	1
550.222	334.222	6	1
498.667	316.444	6	1
524.444	444	6	1
552	414.222	6	1
649.778	336.444	6	0.7
675.111	134.111	6	0.5
828.889	203	6	0.3
605.333	199.444	6	0.7
750.222	283	6	0.3
835.556	630.444	6	0.3
783.111	578	6	0.3
831.556	488.667	6	0.5
783.556	326.778	6	0.7
846.222	285	6	0.3
677.778	392.667	6	0.7
604.444	490.444	6	0.7
732	540.667	6	0.7
748	522.444	6	0.3
734.222	517.444	6	0.3
797.333	490.667	6	0.7
788.444	447.111	6	0.5
789.333	387.556	6	0.5
766.222	347.889	6	0.5
634.667	216.556	6	0.5
784.444	122.889	6	0.5
798.222	129.556	6	0.5
653.333	106.444	6	0.5
553.778	82	6	0.3
611.556	84.667	6	0.3
532	177.111	6	0.7
505.333	166.444	6	0.5
520.889	119.778	6	0.7
480.889	152.667	6	0.3
389	46.667	6	0.3
415.222	104	6	0.5
453.889	150.667	6	0.5
342.333	151.556	6	0.5
342.778	129.778	6	0.7
386.778	189.889	6	0.7
556.111	212.556	6	0.3
640.111	261.556	6	0.5
597.444	248.667	6	0.3
614.778	293.111	6	0.3
365	186.778	5	1
310.333	176.556	5	1
365.444	349.333	5	1
421	303.111	5	1
466.333	495	5	1
440.111	491.889	5	1
472.556	532.333	5	1
409.889	598.889	5	1
351.667	558.444	5	1
329	513.556	5	1
760.667	259	5	1
818	432.778	5	1
847.333	577.556	5	1
486.444	612.667	5	1
716.222	253.222	5	1
715.778	276.333	5	1
691.778	290.111	5	1
703.778	339.778	5	1
682.444	335.333	5	1

limite tejido
X (um)	Y (um)
852.222	89.111
846.444	88.667
833.111	89.111
826.444	90.444
821.556	95.778
814.444	95.333
807.333	99.333
797.556	95.778
782.444	90.444
773.111	86.889
762.444	87.333
756.222	90.444
748.667	87.778
741.556	90.444
734	90.444
726.444	86.889
719.778	86.889
712.222	86.889
705.111	83.778
696.667	83.778
691.778	80.222
685.111	79.333
678	79.333
671.333	78.444
665.111	78.444
658	78
653.556	74.444
646	74.889
641.111	74
635.778	74
625.111	72.667
617.556	75.778
611.778	72.667
605.111	70.889
595.778	70.444
591.778	65.556
586	62.889
578.889	58.889
571.778	53.556
564.667	45.556
556.667	45.556
550	42.889
542.444	37.111
534.444	36.222
526.778	29.333
516.111	29.778
508.111	24.444
499.222	15.111
482.778	13.778
467.667	12
457	11.111
447.222	12.444
438.333	8.889
419.667	9.778
411.222	10.222
397	6.222
385.889	4
373.889	2.667
362.778	0.889
355.222	0
344.556	0.444
333.889	1.778
317.889	0.889
308.556	1.778
297.444	1.778
289	1.778
281	2.667
272.556	5.333
263.667	9.778
252.556	13.778
242.778	20.889
229.889	33.778
211.667	43.111
193	53.778
179.667	65.778
174.333	72.889
161.444	80.444
142.778	89.778
134.778	92.889
100.556	103.556
109.889	96
93	102.667
88.556	100.444

limite lesion
671.778	609.556
325.444	456.111
320.111	395.333
177.889	97.778
189	97.778
201	97.778
209	92
218.333	79.556
240.111	73.333
217.889	96.444
220.556	118.222
212.556	127.111
208.111	152.444
213.889	164.444
234.333	148.444
235.222	129.778
256.111	126.667
246.333	149.333
248.111	159.111
246.778	165.333
285	177.333
310.333	194.222
319.222	206.667
332.111	209.778
359.222	216.444
373.444	223.556
392.111	220
416.556	220
441	209.333
449.667	197.333
454.111	186.222
467.444	176.889
490.111	180.889
505.222	191.111
517.667	199.111
533.222	205.333
544.333	228
549.222	246.222
554.111	261.333
559	275.556
575	297.222
592.778	331
586.111	339.444
569.222	331.889
559.444	320.333
538.111	303
510.556	278.111
493.667	265.667
486.111	251.889
481.667	235.444
467.444	226.111
446.556	233.667
438.111	235.444
432.778	255
444.778	265.222
463.444	282.556
473.222	291.889
448.778	288.333
433.667	288.778
423.444	284.333
407.444	293.667
396.333	290.111
374.111	285.667
359.444	284.333
352.111	277.667
338.778	270.556
322.333	271
307.667	291.889
305.444	307.444
329.889	313.222
349.444	313.667
350.333	341.222
334.333	351.444
329.444	358.111
324.111	373.222
312.111	382.889
309.444	397.556
309.444	406
311.667	422.889
326.778	436.222
341.444	455.778
361.889	461.111
369.444	474.444
369	482.778
359.222	493.444
354.333	502.333
333	493
333.889	477.889
333.444	464.111
325.889	450.778
314.778	439.667
304.556	456.111
308.111	465
297.444	473.444
276.111	461
277.889	476.111
287.222	498.778
290.333	517.444
279.222	519.222
267.667	515.667
280.111	534.444
292.556	553.111
303.222	565.556
312.111	576.222
317.889	588.222
322.778	608.222
329	627.778

vaso
X (um)	Y (um)
769.556	413
766.444	408.556
760.667	402.778
754.444	405.444
754.444	415.667
751.333	421.444
748.222	429.889
754	435.667
758.444	439.667
771.333	445.444
774.444	439.222
780.222	431.667
776.667	423.667
772.667	418.333

vaso
X (um)	Y (um)	
674	615.333
674.889	619.778
683.778	622.444
691.778	618
689.556	610.444
680.667	606.889
676.222	606
	
foto 2
pin 1
X (um)	Y (um)
325.222	99

pin 3
X (um)	Y (um)
828	146.333

celulas
X (um)	Y (um)	TIPO	PB
438.556	148	6	1
420.333	146.667	6	1
563.889	161.556	6	1
669.222	156.667	6	1
465.222	202.778	6	1
385.222	204.556	6	1
511	284.111	6	1
480.333	308.556	6	1
483.889	332.556	6	1
519	385.444	6	1
504.333	393	6	1
440.333	422.778	6	1
445.667	389.889	6	1
396.778	349.444	6	1
650.556	315.222	6	1
626.556	300.111	6	1
641.667	266.333	6	1
679	241	6	1
541.222	367.222	6	1
460.778	158.778	6	1
471	243.667	6	1
725.556	297.889	6	1
797.556	286.778	6	1
778.889	359.667	6	1
725.111	122.667	6	1
709.556	109.778	6	1
782	103.111	6	1
813.111	228.444	6	1
842.444	176.889	6	1
801.111	144.444	6	1
816.667	336.556	6	1
826.889	309	6	1
800.222	398.778	6	1
706	252.556	6	0.7
761.111	238.778	6	0.7
697.111	225	6	0.3
745.111	216.556	6	0.5
638	158.444	6	0.3
626	220.444	6	0.3
815.778	455.111	6	0.3
746.444	417.333	6	0.7
760.667	448	6	0.7
707.333	418.222	6	0.5
619.778	343.444	6	0.5
597.556	392.333	6	0.5
602.889	268.889	6	0.7
590.444	295.111	6	0.7
610.889	186.667	6	0.3
632.667	423.556	6	0.5
530.444	430.667	6	0.3
441.111	347.556	6	0.3
448.222	305.778	6	0.3
458.444	336.444	6	0.7
493.111	416.111	6	0.7
600.222	449.111	6	0.5
572.667	368.889	6	0.7
671.111	451.778	6	1
726.222	390	6	1
523.111	578.444	6	1
439.556	498.889	6	1
459.111	442.444	6	1
556.889	478	6	1
615.111	490.444	6	1
590.667	127.667	6	1
406.222	551	6	1
356.444	251	6	1
513.333	151.778	5	1
537.778	128.667	5	1
536.889	148.667	5	1
488.889	144.667	5	1
568.444	341	5	1
568.444	293.889	5	1
570.667	308.111	5	1
589.333	334.778	5	1
508	469.111	5	1
523.111	489.111	5	1
485.333	457.333	5	1
384.889	621.556	5	1
438.667	600.667	5	1
480	536.222	5	1
281.778	599.333	5	1
247.111	618	5	1
248.889	628.222	5	1
252	565.556	5	1
240	590	5	1
665.444	540.222	5	1
620.111	546.889	5	1
720.556	445.111	5	1
725	474.889	5	1
706.778	488.667	5	1
677.889	417.444	5	1
690.778	310.889	5	1
694.778	340.222	5	1
751.667	136.667	5	1
646.778	107.333	5	1
639.667	196.111	5	1
488.556	260.333	5	1
542.778	398	5	1
604.111	372.222	5	1
671.222	387.778	5	1
615.667	455.111	5	1
818.444	374.444	5	1
720.667	148.222	5	1
697.556	149.556	5	1
810.444	190.667	5	1
804.222	180	5	0.3
714	186.667	5	0.3
756.222	200.444	5	0.3
810.889	252.444	5	0.7
750.889	270.667	5	0.7
738.889	317.111	5	0.3
746	327.778	5	0.7
730.444	338	5	0.5
671.778	367.778	5	0.7
542	307.778	5	0.7
816.667	432.444	5	0.7
697.556	184.889	5	0.3
669.556	212	5	0.5
654	173.556	5	0.3
644.222	223.778	5	0.7
675.778	178.889	5	0.3
735.778	510.444	6	1
759.333	466.444	6	1
792.222	492.667	6	1
690.444	518.333	6	1
545.556	553	6	1
516.667	519.667	6	1
566.444	431	6	1
570.889	416.333	6	1
465.556	380	6	1
518.889	337.111	6	1
395.333	294.556	6	1
422.444	297.667	6	1
500.222	353.778	6	1
579.444	110.222	6	1
508.778	123.556	6	1
559.889	113.778	6	1
500.889	176.778	6	1
502.222	256.333	6	1
424	613.556	6	1
505.778	611.778	6	1
368	561.556	6	1
331.556	620.667	6	1
308.444	620.667	6	1
308	599.778	6	1
226.667	617.556	6	1
197.778	601.111	6	1
170.222	608.667	6	1
141.333	624.667	6	1

limite tejido 

limite lesion
332	105.889
350.667	113.444
367.111	124.556
380.444	136.556
386.667	143.222
389.778	165.444
385.333	177.444
377.333	185.889
377.333	198.333
376.444	214.333
357.333	222.778
338.222	231.222
334.667	238.778
339.556	243.667
341.778	261.444
341.333	274.667
353.778	291.556
373.778	296
380	306.667
385.778	327.556
384	346.222
382.222	356.111
377.778	383.667
377.333	391.222
376.444	398.444
375.556	410.889
406.667	416.222
414.222	418
429.778	425.556
442.667	434
449.778	442
451.111	452.667
445.333	466.444
439.556	480.667
424.444	486
423.556	499.778
428.889	510.444
418.667	524.222
408	538.444
392	532.222
380.889	532.222
369.778	544.667
358.222	547.333
351.111	554.444
351.556	569.111
361.333	574.444
364.889	588.667
350.222	586.889
336.889	587.778
325.778	584.222
312.444	575.778
305.778	574.889
295.111	576.667
292.444	570.444
279.556	555.778
269.333	544.222
260	536.667
247.111	534
246.222	541.556
235.556	548.667
228	554.444
217.778	556.667
203.556	559.778
190.222	564.667
180.444	562
168.889	551.778
154.222	534.444
121.333	526.444
111.111	534.889
100.444	545.556
113.333	554.889
123.556	563.778
133.778	581.556
124	579.778
110.222	586
102.222	593.556
85.333	605.111
94.667	622
103.556	634

vaso
X (um)	Y (um)
490.444	569.222
482.889	573.222
477.556	587
479.778	598.111
484.667	608.778
498	611.444
506.889	605.222
510	594.556
512.222	583
502.444	578.556
497.111	572.778

vaso
X (um)	Y (um)	
540.222	175.556
555.778	180.889
574	193.778
585.556	216
591.778	234.222
582.444	256
558.889	266.222
545.556	268.889
528.222	265.333
512.222	252.444
503.333	241.333
508.667	215.111
518.889	193.778
529.556	180.889

vaso
X (um)	Y (um)	
488.667	555.444
489.556	544.778
490.444	533.667
501.556	530.556
511.333	529.667
534	521.667
551.333	514.111
576.222	517.667
562.889	524.333
546	543.444
534.889	556.333
526.444	566.556
515.778	572.333
509.556	563
501.111	560.778

vaso
X (um)	Y (um)	
442.444	523.333
436.222	524.667
428.222	532.667
419.778	546
421.111	564.222
432.222	564.667
445.556	558.889
454.889	564.222
461.111	563.333
470.444	557.111
470.444	543.778
462.444	537.556
451.778	530.444
448.222	524.222

vaso
X (um)	Y (um)	
523.333	435.778
511.333	437.556
500.222	432.222
485.111	429.111
475.778	422.889
464.667	426.889
472.667	439.333
482.889	448.222
492.222	451.778
506.444	460.222
522.889	464.667
526.444	471.333
534	478
538.444	470.444
557.111	463.333
572.222	454.444
590.444	448.222
599.778	437.556
588.667	430.889
572.667	435.778
560.222	439.778
546	435.778

vaso
X (um)	Y (um)	
656.667	498
657.111	509.111
669.111	515.333
686	513.111
699.333	505.556
698.889	495.778
698.444	490.444
681.556	492.222
670	493.111

vaso
X (um)	Y (um)	
398	340
403.778	325.333
410	304
426.889	304.444
437.556	316.889
438.889	330.222
429.111	341.778
418.444	348.889
406.889	348.889

vaso
X (um)	Y (um)	
421.556	287.111
414.444	278.222
411.778	264.444
406	252
397.556	243.111
404.222	216
395.778	210.667
397.556	196
411.778	172.444
426.889	168
438.889	176.889
425.556	199.111
425.111	209.778
418.889	229.778
432.667	230.222
456.222	232.889
462	254.667
467.333	263.556
461.556	279.111
445.556	276.444
428.667	274.667

vaso
X (um)	Y (um)	
453.556	172.111
463.333	181.889
480.222	195.667
491.778	209.444
500.667	210.333
514.444	193.444
520.222	183.667
496.222	186.333
491.333	175.667
482.889	169.444
473.111	169
462	165

foto 5
pin 3
X (um)	Y (um)	
440.778	172.222

pin 4
X (um)	Y (um)	
419.889	97.222

celulas
X (um)	Y (um)	TIPO	PB
474	116	6	1
445.667	79	6	1
517.333	104.333	6	1
541.667	131	6	1
518.667	177	6	1
539.333	199.667	6	1
526.667	242.333	6	1
552.667	258	6	1
522	331.333	6	1
529.333	363.333	6	1
522	422	6	1
461	363.667	6	1
538.333	475.333	6	1
498.333	504	6	1
463.667	505.333	6	1
584.333	452.333	6	1
588	347	6	1
573.333	319	6	1
462.333	304	6	1
538.333	76	6	1
529	44.667	6	1
458.667	50.333	6	1
482.333	21	6	1
585	34.333	6	1
707.333	148	6	1
715.667	162	6	1
659.667	154.667	6	1
590	165.333	6	1
653.333	203	6	1
680.333	187.667	6	1
698.667	230.667	6	1
690.667	305.667	6	1
666.667	307.333	6	1
710	274.333	6	1
649	359.667	6	1
696.333	374	6	1
698.667	419.667	6	1
605	490.333	6	1
768.333	345.333	6	1
749.667	412.333	6	1
757	439.667	6	1
628.667	389.667	6	1
679	33	6	1
722.333	30.333	6	1
743.333	6.667	6	1
786	60	6	1
778.667	75.333	6	1
806.667	69.667	6	1
828.333	24.333	6	1
784	158.333	6	1
825.667	195	6	1
770.667	318	6	1
835	344	6	1
821.667	357.333	6	1
689	327.333	6	1
738.333	191	6	1
761.667	127.667	6	0.5
683.333	87	6	0.5
719	57.333	6	0.5
602	42.333	6	0.5
742	360.333	6	0.5
635	354	6	0.3
645.667	474	6	0.3
604.667	460	6	0.7
727.333	477.667	6	0.3
833.333	421	6	0.5
789.333	430.667	6	0.5
837.667	93.333	6	0.3
546	517.333	6	0.7
586	509.667	6	0.5
670.333	507.667	5	0.3
676.667	410	5	1
643.667	399.667	5	1
731	345.667	5	1
728	452	5	1
679.333	453.333	5	1
605.667	425.333	5	1
580.667	375.667	5	1
488	413.333	5	1
684	258.667	5	1
467.667	272.333	5	1
478.667	270.333	5	1
588.333	206	5	1
643.667	223	5	1
633	213	5	1
616.667	197	5	1
646.333	107.333	5	1
682.667	125	5	1
693	112.667	5	1
661	68	5	1
655.333	28	5	1
641.333	28.333	5	1
689	8.333	5	1
509.667	51.333	5	1
584.333	100	5	1
555.333	99	5	1
597	87.667	5	1
607	66	5	1
592.667	311.333	5	1
516	304.667	5	1
681.667	488	5	0.3
703.667	496.667	5	0.5
699	463	5	0.5
622.333	512.667	5	0.5
495.333	451	5	0.7
468.333	414.667	5	0.3
573.333	392.667	5	0.7
561.333	527.667	5	0.3
589.333	536.667	5	0.5
573	427.667	5	0.7
491	392	5	0.7
551.667	330	5	0.3
610	258.667	5	0.5
603	247	5	0.5
500.667	141.667	5	0.5
700	71.333	5	0.3
489.333	353.333	5	0.3
642.667	328.333	4	1
703.667	255.333	4	1
475.667	438.667	4	1
457.667	550	4	1
757.667	486.333	4	1
788	487.667	4	1
811.667	464	4	1
757.667	454.667	4	1
816	416.333	4	1
781.333	371	4	1
790	349.333	4	1
806	260.333	4	1
737.667	301.667	4	1
824.667	281	4	1
813.333	314.667	4	1
840	313.667	4	1
817.667	234.667	4	1
808.667	239.333	4	1
759	246.667	4	1
803.333	169.667	4	1
843	136.333	4	1
801	98	4	1
845.333	78	5	1
774.667	89	5	1
827	128.333	5	1
786.667	178.667	5	1
826.333	374.667	5	1
574.667	122.667	5	1
588	129.667	5	1
503	223	5	1
492	545	5	1
474.667	536.667	5	1
503	572.333	5	1


limite tejido 

limite lesion

vaso
X (um)	Y (um)
657.667	164
646.667	167.333
642.667	180.333
646.333	192
665	192.333
674.667	189.333
678.667	184
676	176
665.333	167.333

vaso
X (um)	Y (um)	
672.333	201.333
673	205.667
677.333	209
691	218
701.667	211.333
702.333	203.667
694	196
751.333	205.333
770.333	107.333

vaso
X (um)	Y (um)	
610.333	135.667
599	141
596	148.667
597.667	160.333
607.333	161
617.667	168.333
629	167
623	155
628	144
635.333	140.333
641	133.333
648.667	123.667
662	114.333
659.333	110
648	110.667
638.667	116.333
627.667	126.667
620.333	130.667

foto 6
pin 2
X (um)	Y (um)	
460.333	571.111

pin 5
X (um)	Y (um)	
846.222	104.556

pin 4
X (um)	Y (um)	
460.333	571.111

celulas
X (um)	Y (um)	TIPO	PB
458	491.333	6	1
565.667	466.667	6	1
543.667	465.667	6	1
472.667	449	6	1
508	355	6	1
519.333	235.667	6	1
522	222	6	1
473.333	205.667	6	1
530.333	124	6	1
581.333	397.333	6	1
604.667	321.667	6	1
628	102.667	6	1
730.333	218.667	6	1
776	202.333	6	1
794	176.333	6	1
732	273	6	1
782	399.667	6	1
735	376.333	6	1
671	293.333	6	1
674.333	198	6	1
749.333	177	6	1
769.333	146	6	1
825.667	167.667	6	1
840.667	126.667	6	1
659.333	164.667	6	0.7
839.333	243	6	0.3
807	252	6	0.7
826.333	363.333	6	0.5
844.667	441	6	0.7
814	287	6	0.7
772.667	382	6	0.7
608.333	284.333	6	0.3
575	256.333	6	0.3
624.333	508.667	6	0.3
764	502	6	0.3
781	479.667	6	0.3
603.667	370	6	0.3
560.667	185.667	6	0.7
607	213.667	6	0.3
632	164.333	6	0.3
584.333	165.333	6	0.3
506.333	324.667	6	0.5
649.667	255.333	6	0.5
557.667	106	6	0.5
571.333	109.667	6	0.5
727.333	103.667	6	0.3
689	104.333	6	0.3
717	199.333	6	0.7
803.333	237.333	5	1
760.667	255.333	5	1
700.667	235.333	5	1
684.667	246.333	5	1
672.667	209.333	5	1
705	150	5	1
739	140.667	5	1
768	126.333	5	1
753.333	95.667	5	1
791.667	111	5	1
649	121.333	5	1
663	269.667	5	1
768.667	430.667	5	1
742	467.333	5	1
677	467.333	5	1
693	434	5	1
628.667	426.333	5	1
622	390.333	5	1
524.333	156	5	1
551.333	142	5	1
519	193.667	5	1
496	142.333	5	1
493	110.333	5	1
539.667	261.333	5	1
507	256.667	5	1
581.667	223	5	1
561	282.333	5	1
580.333	327.667	5	1
544.667	331	5	1
554	367.667	5	1
547.333	380	5	1
560	437.667	5	1
534	432	5	1
620.667	139.333	5	1
589.333	435.667	5	0.3
492	422	5	0.5
490	389	5	0.3
655.333	456.667	5	0.3
681.333	500	5	0.3
698.667	499.333	5	0.3
806.333	468.333	5	0.5
799.333	437	5	0.5
834.667	436	5	0.7
802.333	341	5	0.7
732.667	334	5	0.7
721.333	305.333	5	0.7
798.333	315.333	5	0.5
824.333	301	5	0.3
825.333	212	5	0.5
809	139	5	0.3
689.333	181.333	5	0.3
785	110.333	5	0.7
769.667	104.667	5	0.3
673.333	127.333	5	0.3
675.333	164.667	5	0.3
767.333	238	5	0.3
771	277.333	5	0.3
704.667	253.667	5	0.7
839.667	333.333	5	0.7
825.667	394.667	5	0.7
693.333	372.667	5	0.7
691.333	337	5	0.5
778	178.333	4	1
774.333	161.333	4	1
735	158.333	4	1
596.667	261	4	1
476.667	239.667	4	1
563.333	166	4	1
577.333	125.333	4	1
473	123.333	4	1
468	157.333	4	1
491.333	185	4	1
450	88.667	4	1
450.333	112.667	4	1
448.333	140	4	1
478.333	172	4	1
609.667	359.333	4	1
810	479.333	4	1
666	406	4	1
761.333	308.333	4	1
844	89.667	4	1
836.667	78.333	4	1
783.667	93.667	4	1
819	100.333	4	1
648.667	96.667	4	1
795	70.333	5	1
610.667	70.667	5	1
586.667	50	5	1
568	53	5	1
537.333	61	5	1
526.667	88.667	5	1
467.667	61	5	1
500.667	62	5	1

limite tejido
X (um)	Y (um)
685.333	207.667
450	48.667
456.667	47.667
465.333	48.667
477	43.667
489	47.667
509.667	46.667
515	43.333
526.667	40
531	38.333
535	45.333
546	38.667
559	35
564	35
578	33.667
593	40
613.667	48.333
618	57.333
628	56.667
635.667	55
649.333	62.333
660.667	64.667
675.333	68
684	64.333
711.667	64
729	60
753	53.667
767.667	50.667
781.667	50.333
797.667	47.667
807	48.667
821	44
835.667	41.667
848.667	40.333
 

limite lesion

vaso
X (um)	Y (um)
656.667	379.667
659.333	374.333
657	361
651.667	352.667
650	342
640.333	330.667
630.667	309.333
628.667	295.667
627.667	287.667
621	271.667
618.333	256.333
615.333	245.667
615.333	226.333
614.333	210.333
613.667	206.667
608.667	187.333
599	169.667
597.333	159
596.333	149.333
588.667	138.333
588.667	124.667
585	110.667
582.333	99.333
576.333	90.667
578	80
592.333	81.333
599.333	94.333
602.667	122
606	138.333
616.333	155.333
613	171
619.667	183.333
623.667	200
626.667	215.333
626.333	233.667
629.667	241.333
630	244.667
633.333	260
634.333	275.333
634.667	295
648.333	306.333
653.667	320.333
653	337
672	342.667
678.333	363
677	387.667
663	387.667

foto 11
pin 7
X (um)	Y (um)	
697.333	206.333

pin 6
X (um)	Y (um)
171.556	147.444

celulas
X (um)	Y (um)	TIPO	PB
135.667	251.667	6	1
89.667	322	6	1
112.667	351.667	6	1
73	442	6	1
138.667	425	6	1
17.444	232.222	6	1
203.222	394.889	6	1
281.889	298.111	6	1
149.889	330.444	6	0.3
79.667	535.222	6	0.3
42.333	565.444	6	0.3
14.778	526.778	6	0.3
315.667	486	6	0.3
392.778	293	6	0.7
563.444	273.444	6	0.7
360.889	543.778	6	0.3
506.667	512.667	6	0.7
378.667	394.444	6	0.7
461.778	493.111	5	1
410.222	506	5	1
423.111	516.222	5	1
434.222	433.111	5	1
451.111	382.889	5	1
247.111	452.667	5	1
267.111	473.556	5	1
308.889	385.111	5	1
236.444	579.778	5	1
358.667	445.111	5	1
306.667	323.222	5	1
252.444	359.667	5	1
68.889	270.333	5	1
181.333	240.111	5	1
173.333	281.444	5	1
18.667	357.444	5	1
61.778	382.778	5	1
62.222	473.222	5	1
243.111	236.444	5	1
310.222	223.333	5	1
310.222	276.222	5	1
270.222	348.222	5	1
207.556	487	5	1
100	490.889	5	1
345.778	612.222	5	1
545	526	5	1
530.778	474	5	1
394.778	249	5	1
625	255.222	5	1
618.333	214.778	5	1
597	355.667	5	1
641.889	400.667	5	1
682	265.111	5	1
763.778	217.111	5	1
706	338.889	5	1
659.778	349.111	5	1
652.222	445.222	5	1
567.778	627.222	5	1
575.778	548.111	5	1
512.222	572.556	5	1
610	533.889	5	1
684.222	545.889	5	1
508.333	632.556	5	1
341.222	600.111	5	1
24	311.889	5	1
214.667	261.222	5	0.3
74.222	243.444	5	0.3
154.222	550.222	5	0.3
100	576.889	5	0.3
147.111	574.667	5	0.5
188	629.889	5	0.7
115.556	621.444	5	0.7
18.222	611.667	5	0.3
25.333	595.222	5	0.3
52.889	585.444	5	0.3
219.111	350.556	5	0.5
473.889	293.333	5	0.5
449	288.889	5	0.7
601.889	307.111	5	0.7
599.667	325.333	5	0.7
601.444	476.556	5	0.3
544.556	394.778	5	0.5
483.778	434.889	5	0.3
450	260.778	5	0.3
341.556	249.111	5	0.5
424.667	349.889	5	0.7
501.556	353	5	0.7
8.889	463.333	5	0.5
42.222	417.333	5	0.5
188	501.333	5	0.5
331.111	385.778	4	1
320	409.333	4	1
216	462.222	4	1
129.778	368.889	4	1
193.778	313.111	4	1
152.889	291.778	4	1
114.222	270.889	4	1
107.556	288.667	4	1
8	271.333	4	1
27.111	273.111	4	1
110.222	412.667	4	1
133.333	492.556	4	1
189.778	543.222	4	1
22.667	542	4	1
191.111	602.778	4	1
276.444	513.556	4	1
264.444	409.444	4	1
253.778	320.111	4	1
483	333.667	4	1
502.556	315	4	1
540.778	307	4	1
539.444	334.111	4	1
561.667	354.111	4	1
535.444	368.778	4	1
500.333	383.444	4	1
525.667	387	4	1
384.333	462.667	4	1
429.667	458.667	4	1
448.778	439.556	4	1
473.667	414.222	4	1
547.444	435.556	4	1
527.444	427.556	4	1
525.222	458.667	4	1
480.778	469.333	4	1
480.333	597	4	1
434.556	616.556	4	1
386.556	621	4	1
400.333	610.333	4	1
356.333	278.778	4	1
483.889	535.778	4	1
546.556	592.111	4	1
641.333	557	4	1
666.222	513	4	1
673.778	480.556	4	1
676.444	466.333	4	1
501.778	550.778	4	1
585.333	597	4	1
569.333	595.667	4	1
656.889	606.333	4	1
678.667	617.444	4	1
630.667	581.889	4	1
597.333	443.222	4	1
472.556	626.333	4	1
393.333	220.778	4	1
428.889	224.778	4	1
460.444	370.556	4	1
454.222	320.333	4	1
278.667	593	4	1
383.556	554.556	4	1
261.778	428.333	4	1
95.556	546.333	4	1
139.556	517.444	4	1
51.111	503.667	4	1
24	445	4	1
617.556	496.556	4	0.5
629.111	509	4	0.5
638.889	374.111	4	0.5
642.444	342.556	4	0.5
654.444	581.444	4	0.3
667.778	566.778	4	0.5
456.222	558.778	4	0.5
427.333	545	4	0.3
